snapshot_date,platform,keyword,occupation_code,industry_code,total_reported,stop_reason,occupation_label_de,occupation_label_en,industry_label_de,industry_label_en
2026-09-03,jobscout24.ch,Forstwart,,,36,exhausted,,,,
2026-09-03,jobscout24.ch,Optometrist,,,36,exhausted,,,,
2026-09-03,jobscout24.ch,Account Executive,,,34,exhausted,,,,
2026-09-03,jobscout24.ch,Recruiter,,,34,exhausted,,,,
2026-09-03,jobscout24.ch,Marketing Specialist,,,34,exhausted,,,,
2026-09-03,jobscout24.ch,BMA,,,34,exhausted,,,,
2026-09-03,jobscout24.ch,Distribution Manager,,,32,exhausted,,,,
2026-09-03,jobscout24.ch,Digital Health Manager,,,29,exhausted,,,,
2026-09-03,jobscout24.ch,Head of Marketing,,,28,exhausted,,,,
2026-09-03,jobscout24.ch,Travel Consultant,,,26,exhausted,,,,
2026-09-03,jobscout24.ch,Gartenbauer,,,26,exhausted,,,,
2026-09-03,jobscout24.ch,Vorsorge-Spezialist,,,25,exhausted,,,,
2026-09-03,jobscout24.ch,Community Manager,,,25,exhausted,,,,
2026-09-03,jobscout24.ch,Guest Experience Manager,,,25,exhausted,,,,
2026-09-03,jobscout24.ch,Life Science Manager,,,24,exhausted,,,,
2026-09-03,jobscout24.ch,Facility Energie,,,23,exhausted,,,,
2026-09-03,jobscout24.ch,Life Insurance,,,22,exhausted,,,,
2026-09-03,jobscout24.ch,Landwirt,,,21,exhausted,,,,
2026-09-03,jobscout24.ch,Anwendungstechniker,,,21,exhausted,,,,
2026-09-03,jobscout24.ch,Fleischer,,,21,exhausted,,,,
2026-09-03,jobscout24.ch,Commis de Cuisine,,,20,exhausted,,,,
2026-09-03,jobscout24.ch,Bijouterie,,,20,exhausted,,,,
2026-09-03,jobscout24.ch,Sachbearbeiter Gemeinde,,,20,exhausted,,,,
2026-09-03,jobscout24.ch,Research Scientist,,,20,exhausted,,,,
2026-09-03,jobscout24.ch,Automechatroniker,,,19,exhausted,,,,
2026-09-03,jobscout24.ch,17,,,19,exhausted,,,,
2026-09-03,jobscout24.ch,Staatsanwalt,,,18,exhausted,,,,
2026-09-03,jobscout24.ch,Senior Scientist,,,17,exhausted,,,,
2026-09-03,jobscout24.ch,Solarmonteur,,,17,exhausted,,,,
2026-09-03,jobscout24.ch,PhD Student,,,16,exhausted,,,,
2026-09-03,jobscout24.ch,Destination Manager,,,16,exhausted,,,,
2026-09-03,jobscout24.ch,Process Engineer Medical,,,15,exhausted,,,,
2026-09-03,jobscout24.ch,Talent Acquisition Specialist,,,15,exhausted,,,,
2026-09-03,jobscout24.ch,Retail Luxury,,,14,exhausted,,,,
2026-09-03,jobscout24.ch,Gerichtsschreiber,,,14,exhausted,,,,
2026-09-03,jobscout24.ch,Förster,,,12,exhausted,,,,
2026-09-03,jobscout24.ch,Animateur,,,12,exhausted,,,,
2026-09-03,jobscout24.ch,Boutique Manager,,,11,exhausted,,,,
2026-09-03,jobscout24.ch,Schulleiter,,,11,exhausted,,,,
2026-09-03,jobscout24.ch,Käser,,,11,exhausted,,,,
2026-09-03,jobscout24.ch,Uhrmacher,,,11,exhausted,,,,
2026-09-03,jobscout24.ch,Principal Scientist,,,11,exhausted,,,,
2026-09-03,jobscout24.ch,Doktorand,,,10,exhausted,,,,
2026-09-03,jobscout24.ch,Event Coordinator,,,10,exhausted,,,,
2026-09-03,jobscout24.ch,Masseur,,,10,exhausted,,,,
2026-09-03,jobscout24.ch,Marketing Coordinator,,,10,exhausted,,,,
2026-09-03,jobscout24.ch,Ingenieur Energieversorgung,,,10,exhausted,,,,
2026-09-03,jobscout24.ch,Optiker,,,9,exhausted,,,,
2026-09-03,jobscout24.ch,HR Director,,,9,exhausted,,,,
2026-09-03,jobscout24.ch,Talent Acquisition Manager,,,9,exhausted,,,,
2026-09-03,jobscout24.ch,CRA,,,8,exhausted,,,,
2026-09-03,jobscout24.ch,Ressortleiter,,,8,exhausted,,,,
2026-09-03,jobscout24.ch,External Asset Manager,,,8,exhausted,,,,
2026-09-03,jobscout24.ch,Corporate Travel Manager,,,7,exhausted,,,,
2026-09-03,jobscout24.ch,Communications Director,,,7,exhausted,,,,
2026-09-03,jobscout24.ch,Brand Manager Luxury,,,6,exhausted,,,,
2026-09-03,jobscout24.ch,Head of Energy,,,6,exhausted,,,,
2026-09-03,jobscout24.ch,Fitnesstrainer,,,5,exhausted,,,,
2026-09-03,jobscout24.ch,Energy Analyst,,,5,exhausted,,,,
2026-09-03,jobscout24.ch,Wissenschaftlicher Assistent,,,5,exhausted,,,,
2026-09-03,jobscout24.ch,Rektor,,,5,exhausted,,,,
2026-09-03,jobscout24.ch,Milchpraktiker,,,5,exhausted,,,,
2026-09-03,jobscout24.ch,Insurance Broker,,,4,exhausted,,,,
2026-09-03,jobscout24.ch,Applikationstechniker,,,4,exhausted,,,,
2026-09-03,jobscout24.ch,Bijoutier,,,4,exhausted,,,,
2026-09-03,jobscout24.ch,Ausbildungsleiter,,,3,exhausted,,,,
2026-09-03,jobscout24.ch,Schmied,,,3,exhausted,,,,
2026-09-03,jobscout24.ch,Chocolatier,,,3,exhausted,,,,
2026-09-03,jobscout24.ch,Boutique Director,,,3,exhausted,,,,
2026-09-03,jobscout24.ch,GMP Auditor,,,2,exhausted,,,,
2026-09-03,jobscout24.ch,Bildungsverantwortlicher,,,2,exhausted,,,,
2026-09-03,jobscout24.ch,Pharmazeut,,,2,exhausted,,,,
2026-09-03,jobscout24.ch,Pilates Lehrer,,,1,exhausted,,,,
2026-09-03,jobscout24.ch,Sales Consultant Kosmetik,,,1,exhausted,,,,
2026-09-03,jobscout24.ch,Erntehelfer,,,1,exhausted,,,,
2026-09-03,jobscout24.ch,Watchmaker,,,1,exhausted,,,,
2026-09-03,jobscout24.ch,Materialwirtschafter,,,0,exhausted,,,,
2026-09-03,jobscout24.ch,Amtsrichter,,,0,exhausted,,,,
2026-09-03,jobscout24.ch,Kinderanimateur,,,0,exhausted,,,,
2026-09-03,jobscout24.ch,Event Manager Tourism,,,0,exhausted,,,,
2026-09-03,jobscout24.ch,Fachoptiker,,,0,exhausted,,,,
2026-09-03,jobscout24.ch,Fertigungsmechaniker,,,0,exhausted,,,,
2026-09-03,jobscout24.ch,Kantonsrichter,,,0,exhausted,,,,
2026-09-03,jobscout24.ch,Verbandssekretär,,,0,exhausted,,,,
2026-09-03,jobscout24.ch,Bundesrichter,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,222,,,11977,exhausted,,,,
2026-09-05,arbeit.swiss,Pflegefachfrau,,,4811,exhausted,,,,
2026-09-05,arbeit.swiss,322,,,4030,exhausted,,,,
2026-09-05,arbeit.swiss,Kaufmann,,,3902,exhausted,,,,
2026-09-05,arbeit.swiss,741,,,3827,exhausted,,,,
2026-09-05,arbeit.swiss,712,,,3706,exhausted,,,,
2026-09-05,arbeit.swiss,711,,,3547,exhausted,,,,
2026-09-05,arbeit.swiss,Fachfrau Betreuung,,,3504,exhausted,,,,
2026-09-05,arbeit.swiss,Spitex Pflege,,,3159,exhausted,,,,
2026-09-05,arbeit.swiss,221,,,3002,exhausted,,,,
2026-09-05,arbeit.swiss,Elektroinstallateur,,,2807,exhausted,,,,
2026-09-05,arbeit.swiss,Personalvermittler,,,2798,exhausted,,,,
2026-09-05,arbeit.swiss,311,,,2608,exhausted,,,,
2026-09-05,arbeit.swiss,Reinigung,,,2537,exhausted,,,,
2026-09-05,arbeit.swiss,Facharzt,,,2535,exhausted,,,,
2026-09-05,arbeit.swiss,Arzt,,,2367,exhausted,,,,
2026-09-05,arbeit.swiss,Fachfrau Gesundheit EFZ,,,2267,exhausted,,,,
2026-09-05,arbeit.swiss,720,,,2255,exhausted,,,,
2026-09-05,arbeit.swiss,Polymechaniker,,,2208,exhausted,,,,
2026-09-05,arbeit.swiss,Schreiner,,,1916,exhausted,,,,
2026-09-05,arbeit.swiss,723,,,1884,exhausted,,,,
2026-09-05,arbeit.swiss,721,,,1876,exhausted,,,,
2026-09-05,arbeit.swiss,FaGe,,,1847,exhausted,,,,
2026-09-05,arbeit.swiss,Personalberater,,,1792,exhausted,,,,
2026-09-05,arbeit.swiss,Projektleiter,,,1676,exhausted,,,,
2026-09-05,arbeit.swiss,Hausarzt,,,1639,exhausted,,,,
2026-09-05,arbeit.swiss,Architekt,,,1597,exhausted,,,,
2026-09-05,arbeit.swiss,Expertin Anästhesiepflege,,,1590,exhausted,,,,
2026-09-05,arbeit.swiss,Automatiker,,,1544,exhausted,,,,
2026-09-05,arbeit.swiss,411,,,1527,exhausted,,,,
2026-09-05,arbeit.swiss,931,,,1494,exhausted,,,,
2026-09-05,arbeit.swiss,Sachbearbeiter,,,1385,exhausted,,,,
2026-09-05,arbeit.swiss,522,,,1327,exhausted,,,,
2026-09-05,arbeit.swiss,Einkauf,,,1305,exhausted,,,,
2026-09-05,arbeit.swiss,513,,,1294,exhausted,,,,
2026-09-05,arbeit.swiss,333,,,1276,exhausted,,,,
2026-09-05,arbeit.swiss,Metallbauer,,,1250,exhausted,,,,
2026-09-05,arbeit.swiss,251,,,1197,exhausted,,,,
2026-09-05,arbeit.swiss,834,,,1168,exhausted,,,,
2026-09-05,arbeit.swiss,IT-Support,,,1157,exhausted,,,,
2026-09-05,arbeit.swiss,Berufsbildner,,,1127,exhausted,,,,
2026-09-05,arbeit.swiss,432,,,1094,exhausted,,,,
2026-09-05,arbeit.swiss,HR Business Partner,,,1069,exhausted,,,,
2026-09-05,arbeit.swiss,512,,,1064,exhausted,,,,
2026-09-05,arbeit.swiss,Chirurg,,,1058,exhausted,,,,
2026-09-05,arbeit.swiss,441,,,1046,exhausted,,,,
2026-09-05,arbeit.swiss,713,,,1024,exhausted,,,,
2026-09-05,arbeit.swiss,911,,,989,exhausted,,,,
2026-09-05,arbeit.swiss,515,,,982,exhausted,,,,
2026-09-05,arbeit.swiss,611,,,960,exhausted,,,,
2026-09-05,arbeit.swiss,332,,,926,exhausted,,,,
2026-09-05,arbeit.swiss,Empfang,,,910,exhausted,,,,
2026-09-05,arbeit.swiss,242,,,903,exhausted,,,,
2026-09-05,arbeit.swiss,Aussendienst,,,899,exhausted,,,,
2026-09-05,arbeit.swiss,Zimmermann,,,894,exhausted,,,,
2026-09-05,arbeit.swiss,Maler,,,889,exhausted,,,,
2026-09-05,arbeit.swiss,312,,,885,exhausted,,,,
2026-09-05,arbeit.swiss,214,,,877,exhausted,,,,
2026-09-05,arbeit.swiss,Sanitärinstallateur,,,847,exhausted,,,,
2026-09-05,arbeit.swiss,Gärtner,,,830,exhausted,,,,
2026-09-05,arbeit.swiss,Koch,,,800,exhausted,,,,
2026-09-05,arbeit.swiss,Maurer,,,747,exhausted,,,,
2026-09-05,arbeit.swiss,Anlagen- und Apparatebauer,,,741,exhausted,,,,
2026-09-05,arbeit.swiss,524,,,717,exhausted,,,,
2026-09-05,arbeit.swiss,Reception,,,717,exhausted,,,,
2026-09-05,arbeit.swiss,241,,,693,exhausted,,,,
2026-09-05,arbeit.swiss,Mechaniker,,,670,exhausted,,,,
2026-09-05,arbeit.swiss,331,,,663,exhausted,,,,
2026-09-05,arbeit.swiss,Servicetechniker,,,663,exhausted,,,,
2026-09-05,arbeit.swiss,Chef de Service,,,660,exhausted,,,,
2026-09-05,arbeit.swiss,300,,,653,exhausted,,,,
2026-09-05,arbeit.swiss,243,,,635,exhausted,,,,
2026-09-05,arbeit.swiss,325,,,632,exhausted,,,,
2026-09-05,arbeit.swiss,431,,,628,exhausted,,,,
2026-09-05,arbeit.swiss,Gipser,,,600,exhausted,,,,
2026-09-05,arbeit.swiss,OP-Fachfrau,,,589,exhausted,,,,
2026-09-05,arbeit.swiss,132,,,577,exhausted,,,,
2026-09-05,arbeit.swiss,Bauleiter,,,561,exhausted,,,,
2026-09-05,arbeit.swiss,Assistentin,,,560,exhausted,,,,
2026-09-05,arbeit.swiss,Köchin,,,559,exhausted,,,,
2026-09-05,arbeit.swiss,810,,,553,exhausted,,,,
2026-09-05,arbeit.swiss,Automatikmonteur,,,548,exhausted,,,,
2026-09-05,arbeit.swiss,933,,,547,exhausted,,,,
2026-09-05,arbeit.swiss,Jurist,,,532,exhausted,,,,
2026-09-05,arbeit.swiss,Logistiker EFZ,,,518,exhausted,,,,
2026-09-05,arbeit.swiss,Verkäufer,,,514,exhausted,,,,
2026-09-05,arbeit.swiss,Chauffeur,,,513,exhausted,,,,
2026-09-05,arbeit.swiss,341,,,501,exhausted,,,,
2026-09-05,arbeit.swiss,Mechatroniker,,,499,exhausted,,,,
2026-09-05,arbeit.swiss,941,,,465,exhausted,,,,
2026-09-05,arbeit.swiss,263,,,462,exhausted,,,,
2026-09-05,arbeit.swiss,226,,,457,exhausted,,,,
2026-09-05,arbeit.swiss,334,,,454,exhausted,,,,
2026-09-05,arbeit.swiss,Recruiter,,,438,exhausted,,,,
2026-09-05,arbeit.swiss,121,,,433,exhausted,,,,
2026-09-05,arbeit.swiss,FaBe,,,428,exhausted,,,,
2026-09-05,arbeit.swiss,Landmaschinenmechaniker,,,423,exhausted,,,,
2026-09-05,arbeit.swiss,Fachmann Operationstechnik,,,416,exhausted,,,,
2026-09-05,arbeit.swiss,Handwerker,,,416,exhausted,,,,
2026-09-05,arbeit.swiss,Landwirt,,,415,exhausted,,,,
2026-09-05,arbeit.swiss,Produktionsmitarbeiter,,,404,exhausted,,,,
2026-09-05,arbeit.swiss,422,,,400,exhausted,,,,
2026-09-05,arbeit.swiss,Geschäftsleiter,,,397,exhausted,,,,
2026-09-05,arbeit.swiss,Spengler,,,387,exhausted,,,,
2026-09-05,arbeit.swiss,Dachdecker,,,375,exhausted,,,,
2026-09-05,arbeit.swiss,321,,,369,exhausted,,,,
2026-09-05,arbeit.swiss,Elektromonteur,,,369,exhausted,,,,
2026-09-05,arbeit.swiss,Software Engineer,,,365,exhausted,,,,
2026-09-05,arbeit.swiss,Support Engineer,,,362,exhausted,,,,
2026-09-05,arbeit.swiss,Schweisser,,,359,exhausted,,,,
2026-09-05,arbeit.swiss,112,,,359,exhausted,,,,
2026-09-05,arbeit.swiss,Sales Manager,,,358,exhausted,,,,
2026-09-05,arbeit.swiss,532,,,356,exhausted,,,,
2026-09-05,arbeit.swiss,Elektroplaner,,,351,exhausted,,,,
2026-09-05,arbeit.swiss,261,,,348,exhausted,,,,
2026-09-05,arbeit.swiss,Advisor,,,331,exhausted,,,,
2026-09-05,arbeit.swiss,Kranführer,,,330,exhausted,,,,
2026-09-05,arbeit.swiss,Kundenberater,,,326,exhausted,,,,
2026-09-05,arbeit.swiss,Landschaftsgärtner,,,321,exhausted,,,,
2026-09-05,arbeit.swiss,343,,,310,exhausted,,,,
2026-09-05,arbeit.swiss,134,,,302,exhausted,,,,
2026-09-05,arbeit.swiss,833,,,301,exhausted,,,,
2026-09-05,arbeit.swiss,Verkaufsberater,,,301,exhausted,,,,
2026-09-05,arbeit.swiss,Geschäftsführer,,,298,exhausted,,,,
2026-09-05,arbeit.swiss,Chef de Partie,,,295,exhausted,,,,
2026-09-05,arbeit.swiss,252,,,288,exhausted,,,,
2026-09-05,arbeit.swiss,216,,,281,exhausted,,,,
2026-09-05,arbeit.swiss,Innovation Manager,,,276,exhausted,,,,
2026-09-05,arbeit.swiss,541,,,274,exhausted,,,,
2026-09-05,arbeit.swiss,HR Manager,,,274,exhausted,,,,
2026-09-05,arbeit.swiss,Cloud Engineer,,,268,exhausted,,,,
2026-09-05,arbeit.swiss,Marketing Manager,,,268,exhausted,,,,
2026-09-05,arbeit.swiss,Application Manager,,,268,exhausted,,,,
2026-09-05,arbeit.swiss,Engineering Manager,,,260,exhausted,,,,
2026-09-05,arbeit.swiss,Gärtner EFZ,,,258,exhausted,,,,
2026-09-05,arbeit.swiss,Konstrukteur,,,255,exhausted,,,,
2026-09-05,arbeit.swiss,Lagermitarbeiter,,,252,exhausted,,,,
2026-09-05,arbeit.swiss,2nd Level Support,,,252,exhausted,,,,
2026-09-05,arbeit.swiss,Pharmazeut,,,246,exhausted,,,,
2026-09-05,arbeit.swiss,250,,,243,exhausted,,,,
2026-09-05,arbeit.swiss,351,,,242,exhausted,,,,
2026-09-05,arbeit.swiss,Data Engineer,,,240,exhausted,,,,
2026-09-05,arbeit.swiss,830,,,239,exhausted,,,,
2026-09-05,arbeit.swiss,Account Manager,,,237,exhausted,,,,
2026-09-05,arbeit.swiss,122,,,236,exhausted,,,,
2026-09-05,arbeit.swiss,731,,,235,exhausted,,,,
2026-09-05,arbeit.swiss,Security Engineer,,,234,exhausted,,,,
2026-09-05,arbeit.swiss,Servicemitarbeiter,,,225,exhausted,,,,
2026-09-05,arbeit.swiss,Treuhänder,,,222,exhausted,,,,
2026-09-05,arbeit.swiss,Systems Engineer,,,222,exhausted,,,,
2026-09-05,arbeit.swiss,Quality Manager,,,220,exhausted,,,,
2026-09-05,arbeit.swiss,722,,,218,exhausted,,,,
2026-09-05,arbeit.swiss,Informatiker EFZ,,,214,exhausted,,,,
2026-09-05,arbeit.swiss,335,,,205,exhausted,,,,
2026-09-05,arbeit.swiss,Compliance Manager,,,203,exhausted,,,,
2026-09-05,arbeit.swiss,751,,,202,exhausted,,,,
2026-09-05,arbeit.swiss,200,,,198,exhausted,,,,
2026-09-05,arbeit.swiss,HR-Berater,,,190,exhausted,,,,
2026-09-05,arbeit.swiss,Betriebsmechaniker,,,185,exhausted,,,,
2026-09-05,arbeit.swiss,Portfolio Manager,,,182,exhausted,,,,
2026-09-05,arbeit.swiss,Senior Consultant,,,177,exhausted,,,,
2026-09-05,arbeit.swiss,Engagement Manager,,,176,exhausted,,,,
2026-09-05,arbeit.swiss,Netzelektriker,,,176,exhausted,,,,
2026-09-05,arbeit.swiss,Automechaniker,,,174,exhausted,,,,
2026-09-05,arbeit.swiss,Anwalt,,,173,exhausted,,,,
2026-09-05,arbeit.swiss,HR Generalist,,,167,exhausted,,,,
2026-09-05,arbeit.swiss,Chef de Cuisine,,,166,exhausted,,,,
2026-09-05,arbeit.swiss,Automation Engineer,,,166,exhausted,,,,
2026-09-05,arbeit.swiss,Change Manager,,,157,exhausted,,,,
2026-09-05,arbeit.swiss,752,,,153,exhausted,,,,
2026-09-05,arbeit.swiss,Küchenchef,,,149,exhausted,,,,
2026-09-05,arbeit.swiss,CRM Manager,,,143,exhausted,,,,
2026-09-05,arbeit.swiss,Schneider,,,140,exhausted,,,,
2026-09-05,arbeit.swiss,Application Engineer,,,139,exhausted,,,,
2026-09-05,arbeit.swiss,Business Analyst,,,139,exhausted,,,,
2026-09-05,arbeit.swiss,Technischer Leiter,,,138,exhausted,,,,
2026-09-05,arbeit.swiss,421,,,138,exhausted,,,,
2026-09-05,arbeit.swiss,Wirtschaftsprüfer,,,137,exhausted,,,,
2026-09-05,arbeit.swiss,Transformation Manager,,,136,exhausted,,,,
2026-09-05,arbeit.swiss,235,,,135,exhausted,,,,
2026-09-05,arbeit.swiss,IT Consultant,,,135,exhausted,,,,
2026-09-05,arbeit.swiss,Controller,,,133,exhausted,,,,
2026-09-05,arbeit.swiss,Talent Acquisition Manager,,,132,exhausted,,,,
2026-09-05,arbeit.swiss,Detailhandelsfachfrau,,,132,exhausted,,,,
2026-09-05,arbeit.swiss,Business Consultant,,,130,exhausted,,,,
2026-09-05,arbeit.swiss,Automobil-Mechatroniker EFZ,,,128,exhausted,,,,
2026-09-05,arbeit.swiss,Disponent,,,128,exhausted,,,,
2026-09-05,arbeit.swiss,Risk Manager,,,126,exhausted,,,,
2026-09-05,arbeit.swiss,Management Consultant,,,126,exhausted,,,,
2026-09-05,arbeit.swiss,514,,,122,exhausted,,,,
2026-09-05,arbeit.swiss,Ingenieur Energie,,,120,exhausted,,,,
2026-09-05,arbeit.swiss,Concierge,,,120,exhausted,,,,
2026-09-05,arbeit.swiss,CRA,,,118,exhausted,,,,
2026-09-05,arbeit.swiss,Automobil-Fachmann,,,117,exhausted,,,,
2026-09-05,arbeit.swiss,141,,,116,exhausted,,,,
2026-09-05,arbeit.swiss,Metzger,,,115,exhausted,,,,
2026-09-05,arbeit.swiss,Industriemechaniker,,,112,exhausted,,,,
2026-09-05,arbeit.swiss,742,,,111,exhausted,,,,
2026-09-05,arbeit.swiss,Treuhand Mandatsleiter,,,107,exhausted,,,,
2026-09-05,arbeit.swiss,Relationship Manager,,,104,exhausted,,,,
2026-09-05,arbeit.swiss,Sachbearbeiter Kanton,,,103,exhausted,,,,
2026-09-05,arbeit.swiss,Process Development Engineer,,,102,exhausted,,,,
2026-09-05,arbeit.swiss,Talent Acquisition Specialist,,,100,exhausted,,,,
2026-09-05,arbeit.swiss,754,,,97,exhausted,,,,
2026-09-05,arbeit.swiss,962,,,95,exhausted,,,,
2026-09-05,arbeit.swiss,Audit Senior,,,90,exhausted,,,,
2026-09-05,arbeit.swiss,Notfalldienst,,,89,exhausted,,,,
2026-09-05,arbeit.swiss,Betreuer,,,89,exhausted,,,,
2026-09-05,arbeit.swiss,Sales Consultant,,,89,exhausted,,,,
2026-09-05,arbeit.swiss,Ausbildner,,,86,exhausted,,,,
2026-09-05,arbeit.swiss,Aussendienstmitarbeiter,,,84,exhausted,,,,
2026-09-05,arbeit.swiss,Brand Manager,,,83,exhausted,,,,
2026-09-05,arbeit.swiss,342,,,81,exhausted,,,,
2026-09-05,arbeit.swiss,961,,,80,exhausted,,,,
2026-09-05,arbeit.swiss,Sicherheitsdienst,,,76,exhausted,,,,
2026-09-05,arbeit.swiss,Audit Manager,,,75,exhausted,,,,
2026-09-05,arbeit.swiss,Versicherungsberater,,,75,exhausted,,,,
2026-09-05,arbeit.swiss,Elektrotechniker,,,70,exhausted,,,,
2026-09-05,arbeit.swiss,Head of HR,,,69,exhausted,,,,
2026-09-05,arbeit.swiss,Laborant,,,67,exhausted,,,,
2026-09-05,arbeit.swiss,811,,,66,exhausted,,,,
2026-09-05,arbeit.swiss,Bäcker-Konditor,,,65,exhausted,,,,
2026-09-05,arbeit.swiss,Versicherungsvermittler,,,64,exhausted,,,,
2026-09-05,arbeit.swiss,Lebensmitteltechnologe,,,61,exhausted,,,,
2026-09-05,arbeit.swiss,732,,,60,exhausted,,,,
2026-09-05,arbeit.swiss,Hotel Manager,,,59,exhausted,,,,
2026-09-05,arbeit.swiss,Content Manager,,,59,exhausted,,,,
2026-09-05,arbeit.swiss,Software Architect,,,58,exhausted,,,,
2026-09-05,arbeit.swiss,Distribution Manager,,,58,exhausted,,,,
2026-09-05,arbeit.swiss,816,,,55,exhausted,,,,
2026-09-05,arbeit.swiss,821,,,55,exhausted,,,,
2026-09-05,arbeit.swiss,Commis de Cuisine,,,55,exhausted,,,,
2026-09-05,arbeit.swiss,Community Manager,,,54,exhausted,,,,
2026-09-05,arbeit.swiss,Sales Advisor,,,54,exhausted,,,,
2026-09-05,arbeit.swiss,264,,,54,exhausted,,,,
2026-09-05,arbeit.swiss,Ingenieur Elektrotechnik,,,54,exhausted,,,,
2026-09-05,arbeit.swiss,815,,,54,exhausted,,,,
2026-09-05,arbeit.swiss,Manager Consulting,,,53,exhausted,,,,
2026-09-05,arbeit.swiss,Data Consultant,,,52,exhausted,,,,
2026-09-05,arbeit.swiss,Schulleiter,,,52,exhausted,,,,
2026-09-05,arbeit.swiss,262,,,51,exhausted,,,,
2026-09-05,arbeit.swiss,Compliance Officer,,,50,exhausted,,,,
2026-09-05,arbeit.swiss,832,,,49,exhausted,,,,
2026-09-05,arbeit.swiss,Communications Manager,,,49,exhausted,,,,
2026-09-05,arbeit.swiss,Software Developer,,,49,exhausted,,,,
2026-09-05,arbeit.swiss,523,,,48,exhausted,,,,
2026-09-05,arbeit.swiss,813,,,47,exhausted,,,,
2026-09-05,arbeit.swiss,Audit Partner,,,46,exhausted,,,,
2026-09-05,arbeit.swiss,Staatsanwalt,,,46,exhausted,,,,
2026-09-05,arbeit.swiss,212,,,45,exhausted,,,,
2026-09-05,arbeit.swiss,111,,,45,exhausted,,,,
2026-09-05,arbeit.swiss,142,,,45,exhausted,,,,
2026-09-05,arbeit.swiss,Research Scientist,,,45,exhausted,,,,
2026-09-05,arbeit.swiss,Fleischfachmann,,,44,exhausted,,,,
2026-09-05,arbeit.swiss,Kaufmännische Mitarbeiterin,,,44,exhausted,,,,
2026-09-05,arbeit.swiss,Kundenberater Bank,,,43,exhausted,,,,
2026-09-05,arbeit.swiss,Forstwart,,,42,exhausted,,,,
2026-09-05,arbeit.swiss,Gartenbauer,,,42,exhausted,,,,
2026-09-05,arbeit.swiss,Lehrer,,,42,exhausted,,,,
2026-09-05,arbeit.swiss,Marketing Specialist,,,42,exhausted,,,,
2026-09-05,arbeit.swiss,Umweltingenieur,,,41,exhausted,,,,
2026-09-05,arbeit.swiss,Apotheker,,,40,exhausted,,,,
2026-09-05,arbeit.swiss,Fischer,,,40,exhausted,,,,
2026-09-05,arbeit.swiss,Vermögensverwalter,,,40,exhausted,,,,
2026-09-05,arbeit.swiss,Vorsorgeberater,,,39,exhausted,,,,
2026-09-05,arbeit.swiss,Financial Consultant,,,39,exhausted,,,,
2026-09-05,arbeit.swiss,213,,,38,exhausted,,,,
2026-09-05,arbeit.swiss,Life Science Manager,,,38,exhausted,,,,
2026-09-05,arbeit.swiss,Tax Manager,,,37,exhausted,,,,
2026-09-05,arbeit.swiss,Life Insurance,,,37,exhausted,,,,
2026-09-05,arbeit.swiss,External Asset Manager,,,37,exhausted,,,,
2026-09-05,arbeit.swiss,Sachbearbeiter Gemeinde,,,36,exhausted,,,,
2026-09-05,arbeit.swiss,Rektor,,,36,exhausted,,,,
2026-09-05,arbeit.swiss,814,,,36,exhausted,,,,
2026-09-05,arbeit.swiss,Milchtechnologe,,,35,exhausted,,,,
2026-09-05,arbeit.swiss,Head of Marketing,,,35,exhausted,,,,
2026-09-05,arbeit.swiss,Rezeptionist,,,34,exhausted,,,,
2026-09-05,arbeit.swiss,Radiologiefachmann,,,34,exhausted,,,,
2026-09-05,arbeit.swiss,Masseur,,,33,exhausted,,,,
2026-09-05,arbeit.swiss,Kundenberater Firmenkunden,,,33,exhausted,,,,
2026-09-05,arbeit.swiss,Vorsorge-Spezialist,,,32,exhausted,,,,
2026-09-05,arbeit.swiss,Kundenberater Privatkunden,,,32,exhausted,,,,
2026-09-05,arbeit.swiss,313,,,32,exhausted,,,,
2026-09-05,arbeit.swiss,231,,,32,exhausted,,,,
2026-09-05,arbeit.swiss,Personalassistent,,,32,exhausted,,,,
2026-09-05,arbeit.swiss,Facility Energie,,,31,exhausted,,,,
2026-09-05,arbeit.swiss,812,,,31,exhausted,,,,
2026-09-05,arbeit.swiss,Account Executive,,,29,exhausted,,,,
2026-09-05,arbeit.swiss,Uhrmacher,,,28,exhausted,,,,
2026-09-05,arbeit.swiss,Process Engineer Medical,,,27,exhausted,,,,
2026-09-05,arbeit.swiss,Kundenberater Versicherung,,,27,exhausted,,,,
2026-09-05,arbeit.swiss,Käser,,,27,exhausted,,,,
2026-09-05,arbeit.swiss,Gerichtsschreiber,,,27,exhausted,,,,
2026-09-05,arbeit.swiss,HR Director,,,25,exhausted,,,,
2026-09-05,arbeit.swiss,352,,,25,exhausted,,,,
2026-09-05,arbeit.swiss,753,,,25,exhausted,,,,
2026-09-05,arbeit.swiss,211,,,24,exhausted,,,,
2026-09-05,arbeit.swiss,Guest Experience Manager,,,24,exhausted,,,,
2026-09-05,arbeit.swiss,Anlagenbauer,,,24,exhausted,,,,
2026-09-05,arbeit.swiss,Bijouterie,,,24,exhausted,,,,
2026-09-05,arbeit.swiss,BMA,,,24,exhausted,,,,
2026-09-05,arbeit.swiss,516,,,24,exhausted,,,,
2026-09-05,arbeit.swiss,613,,,24,exhausted,,,,
2026-09-05,arbeit.swiss,621,,,24,exhausted,,,,
2026-09-05,arbeit.swiss,CRM Specialist,,,24,exhausted,,,,
